,company,job,title,question,answer
10,이미지온(주),IT/웹/통신,"1차 2차로 나뉘어져있었고, 2차 면접 후 채용됨""","1. 포트폴리오 관련 질문
2. 평소 자신의 성향
3. 얼마나 일할건지",면접치고는 굉장히 캐주얼한 느낌 (괜히 화를 내심)
11,(주)스윗코리아,IT/웹/통신,"1차 화상면접 후 2차 대면면접 그리고 처우협의 등 일반적인 프로세스""","자기 소개, 목표, 비전
과거 상사와의 관계",내 성격과 직무 적합성을 물어보는 일반적이지 않은 질문들이 있었음
12,(주)노티플러스,IT/웹/통신,"서류지원 후 면접보고 결과 통보하는 방식이었습니다.""","풀스택개발자가 되고 싶은지, 특정 분야에 특화된 개발자가 되고 싶은지 질문한게 기억에 남고 나머지는 무난한 기술면접 질문들이었습니다.",기술면접에 인사팀도 함께해 같이 질문 주셨던게 기억에 남습니다.
13,(주)로민,IT/웹/통신,"온라인 코딩테스트 -> 프리인터뷰(화상) -> 본인터뷰
프리인터뷰에서 탈락함""","1. 자기소개
2. 자신이 진행한 프로젝트중 가장 소개하고싶은? 자신있는 프로젝트 설명해보세요. => 설명했더니 프로젝트 동기가 뭔지, 등등 꼬리에 꼬리를 무는 질문을 함. 약간 압박 면접처럼 느껴졌음 (논문 심사받는줄...)
3. 현재 Large 멀티모달 모델의 가장 큰 challenge는 무엇인가요?","참고로 채용담당자는 기술면접 아니라고 하는데 CTO랑 20분동안 기술적인 얘기만 했음. 말투는 친절하지만 약간 압박 면접처럼 느껴졌음.
1. 그냥 자기소개
2. 프로젝트 설명했더니 프로젝트가 동기가 뭔지, 등등 꼬리에 꼬리를 무는 질문을 함. 본인 포트폴리오의 약점들 대응 철저하게 준비해야할 듯 함. 교수님한테 졸업 논문 심사받는 느낌임.
3...."
14,(주)아이엠아이,IT/웹/통신,"회계 감사를 받는 규모, 거래의 8요소등 기초적인 회계 지식을 물어봄 1:1로 편안한 분위기속에서 면접을 봄""",상사가 부당한 지시를 하면 어떨지 물어보았고 집이 가까운지 야근에 대해 어떻게 생각하는지 물어봤습니다.,딱딱한 느낌은 아니여서 편안히 보고 오면 될거같네요.
15,(주)팀오투,IT/웹/통신,"전화 연락 후 메일로 면접관련 자세한 내용 알려주셨고 면접 후 결과는 메일로 받음""","전회사관련 업무내용 질문, 이전업무 중 팀오투 업무에 활용할 수 있는 능력",면접관님이 입사후 해야할 업무를 자세하게 설명해주셔서 좋았음
16,화물맨(주),IT/웹/통신,"구직 사이트에서 서류 제출후 1주일 뒤 연락 -> 면접""","1. git 관련 질문(git add, git reset, staging 영역)
2. MVVM이 무엇인지
3. kotlin의 suspend function
4. 희망 연봉",희망 연봉을 바로 물어보실 줄 몰랐다.. 면접 볼 당시에 android 개발자가 면접보시는 한 분밖에 없다고 하길래 놀랐다.
17,(주)스펙터,IT/웹/통신,"일대일로 편한 면접분위기.
인사/총무 JD에서 총무를 먼저 기재하고 업무 비율도 기재를 안했으나 막상 면접을 보니 총무는 뭐 별거 없다는 식의 말과 채용 위주 업무 예정임을 말해주었다. 그렇다면 JD에 채용을...""",채용에 있어서 중요한건 무엇이라고 생각하는가. 지원자가 레퍼첵을 우선적으로 하기싫어할때 어떻게 설득할 것인가.,1차면접도 전에 레퍼첵을 실시하여 지원자와 지원자 주변에서 피로도가 센 편입니다. 본인들이 왜 레퍼첵을 우선적으로 실시하는지를 먼저 밝히는게 맞지않을까 생각듭니다. 본인들 회사에 근무 혹은 지원할 사람들 대상으로 본인들 플랫폼 데이터 쌓는 느낌입니다.
18,(주)레진엔터테인먼트,IT/웹/통신,"헤드헌터를 통해서 면접 제안을 받음. 이력서 내고 1~2주 내로 면접을 본 후 1주일 내로 결과 통보 받음.""","1. 이직 사유
2. 본인이 끌어 올수 있는 작가, 감독이 몇 명이나 있는지
3. 직군을 바꾸는건데 결심한 계기가 있는지","전반적으로 편안한 분위기에서 진행됨. (3:1)
면접 난이도도 어렵지 않았으나 현재 내 연차보다 더 저 연차를 원한다고 느껴짐 (그래서 옮기려는 이유에 대해서 재차 질문을 하신 것 같음)"
19,토파스여행정보(주),IT/웹/통신,"1차 실무면접 , 2차 임원진 면접 건강검진""","인턴 경험 영어로 말하기, 최근 뉴스 기사, 상황 제시 하고 양자택일",엄청 무거운 분위기는 아니며 면접관마다 역할이 다른듯하다
20,(주)샌드박스네트워크,IT/웹/통신,"서류 통과 - 실무면접(사전 과제 발표) - 임원면접 순서로 진행하였습니다.""","주로 크리에이터에대한 관심도 질문과 그에 성장 방안,
특정 실무 사례에대한 질문 등을 주셨습니다.",과제 발표하고 실무면접에 들어가서 긴장이 최대를 채웠네요. 편하게 대화를 원하시는거 같은데 제가 넘 긴장했습니다.
21,(주)당근마켓,IT/웹/통신,"SW engineer 직무이며 과제 유형으로 면접이 진행됨. 아무 정보도 없이 시스템 설계를 해보라해서 당황함. SW engineering 관련해서는 질문이 다소 아쉬우며 전체적으로 무엇을 검증하려는 것인지...""","왜 그렇게 생각하셨나요, ..? 나머지 기억이 안남.",어떤 의도인지는 알겠으나 최소한의 정보는 줘야 시스템 설계가 되는데
22,(주)유비펀스튜디오,IT/웹/통신,"난이도가 높지 않고 면접자의 경험을 물어보는 다소 편안한 면접이었습니다.""","우리회사에 지원하려는이유?
직전 회사를 퇴사 하려는이유?
포트폴리오 질문",답변하기 어렵지 않게 편안하게 면접을 진행해주셨습니다.
23,(주)클래스유,IT/웹/통신,"이력서 열람은 빨랐으나 연락은 약 2주 뒤에 왔음 평일 오후 6시가 넘어서 연락이 왔던 지라 이때부터 약간 당황했었음""","회사는 공유오피스를 사용 중이었음 10분 정도 일찍 도착해서 인사담당자한테 연락 했고, 면접 시간이 될 때까지 대기하라해서 로비에 뻘쭘하게 혼자 앉아 있었음

면접은 총 2차로 이루어 진다고 했고 1차는 인사담당자와 1대1 면접이었음 지원동기를 시작으로 지원자가 어떤 인생을 살아왔는지, 어떤 가치관을 가지고 있는지 위주의 질문들이 많았음

처음에...",회사에서 원하는 인재상이 있긴 한건지 물어보고 싶음; 아니면 면접자에게 꼬리질문 하는걸 즐기시는건지..
24,스포츠투아이(주),IT/웹/통신,"최초연락에서 관심분야에 대한 질의응답
프로그램 작동 관련""",프로그램 작동 관련해서 질의응답이 있었다,나쁘지 않았다
25,(주)클래스101,IT/웹/통신,"편안한 면접. 분위기 잘 풀어줌. 적절한 안내와 친절함을 기반으로 질문""",가장 기억에 남는 프로젝트 경험을 물어보는 것 과정에서 질문,어렵지는 않았습니다 핏과 주도성을 많이 보는듯했고 협업을 잘할 사람을 선호
26,(주)원티드랩,IT/웹/통신,"분위기
좋았고, 디자인 / 데이터 관련 질문을 많이한다.""",데이터드리븐 사례 질문과 결과에 대한 질문과 이후 대처는 어떻게 진행되었는지,"나쁘지 않았고 좋았다. hr 회사라 면접도 깔끔하게 진행되었고, 모두 친절하셨다."
27,(주)엠스토리허브,IT/웹/통신,"면접은 편한한 분위기에서 쉽고 간단하였음
질문 난이도도 어렵지않음""","회계 계정과목정도 물어보는거..?
자격증을 땃는데 그정도 수준의 질문을 함 ㅎ",어려움없이 수훨하다고 생각함 모난질뮨없이 편햇음 회사규모도 커서 다니면 좋을거같움
28,(주)트리즈컴퍼니,IT/웹/통신,"1차 실무(팀장님과 면접), 2차 인성(이사님과 면접)""","가장 관심있는 주제, 내가 가장 자신있는 것, 지원 동기",무난했습니다
29,(주)빗썸코리아,IT/웹/통신,"푸근한 분위기+그 속에 숨어있는 날카로운 무엄가 긴장을 놓을 수 없었습니다""",사내의 해결하려는 문제에 포커스가 맞춰져있었으나 매우 유익한 질문이였고 배울 수 있었습니다,이력서 30 사내문제 70비중으로 질문이 들어옵니다. 본인이 한 경력 외에도 많이 준비해야할듯합니다
30,(주)상상스퀘어,IT/웹/통신,"서류 전형 - 기술 면접 - 임원 면접 순으로 진행되었습니다

긴장을 많이 했는데 면접관 분들이 너무 친절하시고 편하게 해주셔서 좋은 분위기에서 잘 답변할 수 있었습니다. 기술 면접과 임원 면접 모두 그동안...""","프로젝트 관련 질문, 본인의 강점과 단점, 기술 선정 이유, 발생했던 이슈와 해결 과정 등",결과가 굉장히 빠르게 나와서 좋았고 면접만으로도 회사 분위기가 좋다는 것과 구성원을 존중해주시는게 느껴져서 매우 긍정적인 면접 경험이었습니다
31,(주)헥토파이낸셜,IT/웹/통신,"1. 다대일 면접, 면접관 중 한명은 처음부터 끝까지 아무말도 안하고 컴퓨터만 두들기다 감
2. 영어가 중요하다면서 면접관 본인은 영어를 못하고 중요하지 않다는 모순적인 이야기를 함. 영어 담당 면접관이...""","영어 교수급이 필요하다.
연봉이 3000은 전혀 안되는데 괜찮겠냐.
시간이 걸리더라도 꼭 합격여부를 알려주겠다.(6개월이 지나도록 통보 없음)","1. 상당히 거만한 자세로 사람 뽑는 느낌.
2. 면접자들에게 결론적으론 거짓말을 한것임.(면접비 지급 한다고해놓고 안하기, 합격여부 꼭 반드시 알려주겠다고 해놓고 6개월동안 모르쇠하기)
-> 그리고 나선 이 이야기를 면접 후기로 이 사이트에 올려놓으니 신고해서 글 내려버리는 아주 얄팍하고 더러운 술수를 쓰는 일처리. 불합격되어서 다행이다라는..."
32,이케이(주),IT/웹/통신,"서류합격 유선연락 1차면접 결과통보 일주일정도에 진행된거같음""","이직사유, 지원동기, 자기소개 뭐기술적으로 딮한질문은없엇음",하 최대한 좋게말해서 약간 방구석에서 게임만 하게 생긴 인원들이 면접관으로 나옴 그리고 다른 부서인원도 한명 참가하는데 동남아 사람인줄. 질문 수준도 별볼일없고 방구석 폐인같이 생긴 애들이 남의 경력보고 어쩌고 저쩌고 무시하는 발언하는데 굉장히 불쾌함. 그리고 회사에대해 궁금한거 물어보라길래 물어보니까 방구석 히키 특유의 약간 자기만의 이상한 한맺힌...
33,(주)해피래빗,IT/웹/통신,"분위기가 자유로웠고 화기애애하게 이루어졌다.""",인성 위주로 보는 듯 했고 디자인적인 질문은 별로 없었다.,쉬운 면접에 속한 난이도
34,아토머스(주),IT/웹/통신,"면접은 기술면접 인성면접으로 나눠서 진행됐고 기술면접은 3:1로 진행하고 인성면접은 1:1로 진행되었습니다. 크게 불편한점 없이 무난했습니다""","실제 프로젝트에 대한 질문
기초 지식에 대한 질문
회사에게 어떤것을 기대하는지",모든 면접관분들이 부드럽게 진행해주셔서 좋은 경험이 되었습니다
35,(주)라이언로켓,IT/웹/통신,"꼼꼼한 연락, 오퍼메일도 상세하게 안내해주셔서 좋았습니다.""","요즘 흥미로운 주제, 좋은 기획자는 어떤 기획자인지? 왜 지원했는지","자유롭게 편안한 분위기. 면접관이 여러명 들어와 당황했지만, 경청해주시는 태도여서 많이 긴장하지 않고 잘 마쳤습니다."
36,(주)하이퍼커넥트,IT/웹/통신,"TA가 친정하게 면접 관련된 정보 및 도움을 많이 해줍니다.""",경력에 관한 질문이 많았습니다 그리고 팀과의 핏이 잘 맞을지에 대한 질문들을 받았습니다.,경력 관련해서는 이력서에 나와있는 내용보다 구체적으로 답변을 했습니다.
37,(주)조선비즈,IT/웹/통신,"코리아나호텔 5층 조선비즈 편집국에서 면접을 보게 됩니다.
모든 면접자들을 회의실에 모아놓고 지명 후 면접을 보게 되는데 지금은 어떻게 바뀌었을지 모르겠네요.

질문은 기본적인 CS지식을 물어보고 포트폴리오를...""","대부분 기술 질문이라 딱히 기억에 남는 질문은 없었습니다.
특이한 경력이 있으면 그거 위주로도 물어볼 수 있으니 특이한 경험이 있다면 이력서에 적어두고 잘 준비하시는걸 추천드립니다.","면접은 좋았지만 면접 대기시에 모든 면접자들을 회의실에 모아두는건 조금 별로...

다른 회사들에 비해 면접관들에게 존중받는 느낌이 좋았습니다."
38,(주)힐링페이퍼,IT/웹/통신,"서류-1차-2차-처우협의/입사일조정
1차 실무진 / 2차 hr""","솔직한 (부정적) 피드백을 어떻게 받아드리는지?
앞으로 가져가고싶은 커리어 방향 등",상호 신뢰가 충분한 관계라면 용기 내어 말해준 것을 고마워 할 것 같다
39,월급쟁이부자들(주),IT/웹/통신,"면접 단계가 정말 많고 한단계마다의 시간도 오래걸림. 깐깐하게 뽑고 싶은건 알겠지만 면접 과정이 길어 도중에 다른데 합격해서 이탈하거나 불쾌해서 그만두는 경우가 많을듯.

일단 채용팀의 태도가 면접자의...""","전화면접만 진행했을 때 같이 일하기 힘든 타입에 대한 질문이나 좋은 디자인이란, 어려웠던 점을 어떻게 극복했냐, 감명깊게 읽은 책 등 꽤 많이 물어봄","1차면접에서 실무진과의 면접에서 할 질문, 대화들을 이미 전화면접에서 다 한 느낌.
그럼 1차면접에선 대체 뭘 물어보려고? 느낌.
심지어 전화면접은 그냥 어린 채용팀이 정해진 스크립트 보고 읽는 느낌이 강했음.
답변도 그냥 공감해주는 추임새나 그렇죠, 잘 들었습니다 밖에 없음.
이걸 이사람이 평가하는건가 싶었고(그렇다면 더 어이없음) 이걸 녹음해서..."
40,(주)캐리소프트,IT/웹/통신,"정말 빠르게 진행됨 일주일에 면접부터 합격까지 이루어짐""","오류를 해결하는 방법에 대해 물었고
사람들과 소통방법과 일하는 방식에 대해 물었습니다","편안한 분위기의 면접
아직 인지도가 부족해서 회사에 대한 소개를 듣는? 그런 자리이기도 한듯"
41,(주)리틀팍스,IT/웹/통신,"1차 전화면접으로 대강 면접의사와 기본적인 간단한 것들을 확인하고 2차 면접에서 실무자와 임원이 함께 면접함 임원 면접은 생략되었음""","프로젝트 중에 하나에 대해 자세히 질문했고, 면접 전에 자소서를 꼼꼼히 읽었다는 게 인상적이었다.",프로젝트 질문에 대해 답변하였고 면접난이도가 높지않았다.
42,(주)얍컴퍼니,IT/웹/통신,"실무진 면접과 대표 면접이 있었습니다. 두 면접 모두 편안하고 긍정적인 분위기에서 진행했고, 실무적인 질문 위주로 면접을 진행 했습니다.""",이 전 근무지에서의 업무 처리 방식 등을 질문 하셨습니다.,이 전 근무지에서의 업무 처리 방식을 답변 드렸고 긍정적인 방향으로 답변을 경청해주셨습니다.
43,(주)에스앤피랩,IT/웹/통신,"전화로 면접 권유 후 면접 전형을 통해 채용""","프젝을 어떻게 진행했는지?
이직을 왜 했는지?
자기소개",깔끔하고 괜찮았다.
44,한국자산평가(주),IT/웹/통신,"서류 통과 -> 인적성 -> 면접입니다.""","1. 도커에 대해 아는 대로 말해주세요. (자소서에 적어서 질문이 나온 듯 합니다.)
2. 오버라이딩과 오버로딩의 차이를 설명해주세요.
3. 트랜잭션에 대해 설명해보세요.",채용형 인턴이라 그런지 무난했습니다. 지원서 기반해서 물어보신 것 같습니다.
45,(주)헥토이노베이션,IT/웹/통신,"1차 : 서류전형, 2차 : 실무 면접, 3차 대표면접
이후 처우협의 및 입사날짜 조절""","1.지원동기와 같이 입사시에 하고 싶은일
2.이력서 기준으로 가장 성과가 좋았던 업무 및 방법
3. 본인 장점을 업무에 어떻게 활용하는지",전반적으로 편안한 분위기에 진행해서 답변하기 편했습니다.
46,(주)엔포트버스,IT/웹/통신,"입사지원 후 문자로 면접제의 하셔서 날짜 맞추어 방문함.
인사경영팀 이사님과 둘이서만 면접진행 함.""",딱히 없음. 당장 진행해야할 프로젝트 건 관련된 문의를 하셨다,아는대로 답변 드렸음
47,(주)디유닛,IT/웹/통신,"면접 분위기는 자유로웠고 포트폴리오 설명 후 포트폴리오 내 작업들에 관한 질의응답을 하였습니다""","개발자와 협업시 어려웠던 점이나 해결 방안등의 협업에 관한
질문들을 하였습니다",마찰보다는 원한만 의사소통을 통한 결정을 하려고 노력한다라고 답하였습니다
48,이윈컴(주),IT/웹/통신,"거의 질문 없었음. 그저 고자세로 이래라저래라 명령해서 기분만 나쁨. 대표 면접 후 실무자 면접 했음""",부모님 뭐하시냐정도만 물어봄. 정치부로 지원했는데 갑자기 경제부에서 일하라고 함. 전화로 면접 일정 잡을때 과제 내줬는데 읽지도 않음,저자세일 필요는 없지만 최소한의 예의는 있어야하지 않을까요..
49,이씨플라자(주),IT/웹/통신,"문자로 처음 연락이 온 후 면접 희망 날짜를 물어보고
해당 날짜에 면접관 3명 혼자 면접봤음.
이틀 뒤 이메일로 합격 통보 받고 근로계약서 작성""","MVC 패턴에 대한 이해
컬레션프레임워크에 대한 활용
야근 및 주말 근무가 있으면 어떻게 할 예정인지",편한 분위기에서 진행되었다
50,(주)차일디,IT/웹/통신,"면접 일정이 잡힌 후 지원 부서 리더 면접과 경영지원 부서의 근로계약서 안내까지 빠르게 진행되었습니다.""","프레임워크 사용 경험과 직전 회사 퇴사 이유, 쇼핑몰 개발 경험 등",면접 분위기가 편안하여 답변하기 쉬웠습니다. 크게 어려운 질문은 없습니다.
51,(주)아티언스,IT/웹/통신,"원티드 서류접수 - 1차면접 - 2차면접 - 합격""","1. 자신을 세가지 색으로 표현해보세요 (너무 옛날 질문이라 기억납니다.)
2. 아날로그가 디지털로 변화한 경험을 한 적이 있다면 말해보세요.
3. 프로젝트 경험 리뷰",1차 면접은 실무 면접이라 할 말도 많고 면접 경험이 나쁘지 않았는데 2차 면접은 임원 면접이라 그런지 형식상 보는 느낌이 컸습니다. 실무 면접만 잘 보면 2차는 대부분 합격하는 거 같습니다.
52,(주)화이트큐브,IT/웹/통신,"인사팀에서 연락주시고 면접날짜 잡고 대표님과 1:1 커피챗 형식의 인터뷰. 한 이틀? 뒤에 인사팀에서 다시 결과 통보""","해당 직무에 지원한 이유
회사 서비스 사용해봤는지 여부, 어땠는지","대표님이 사업에 열정적이라고 느낌.
진솔하게 답변했음."
53,한국평가데이터(주),IT/웹/통신,"채용대행 업체를 통해 면접 연락이 왔고, 제시각에 면접 시작, 다대다 면접으로 실무진과 면접 보았음.""","간략한 자기소개와 어떤 회사인지, 어떤 업무를 하게될지에 대해 설명, 야근 많아도 괜찮냐는 질문, 거의 면접이라기보다 설명의 느낌이었음.","면접이라기보다 어떤 일을 하게 될 지 설명해주는 분위기였고, 화기애애했음."
54,(주)올림플래닛,IT/웹/통신,"최초 연락부터 지원자를 존중해주는 태도가 보여서 좋았음
1차 대면 면접 - 2차 대면 면접 순서
면접비 지급""","1.이력서 경력 기반의 기술적인 질문
2.올림플래닛은 어떤 기업으로 알고 있는지
3.공백기에 어떤 것을 하셨는지","편안한 분위기
꼬리에 꼬리를 무는 질문이 가끔 나옴"
55,(사)한국인터넷기업협회,IT/웹/통신,"2차 실무자 면접(2인)
3차 임원 면접(협회장)

서류 접수하고 2~3일 후 연락옴.
면접 후 하루 뒤 2차 면접 일정이 잡힘
2차면접 준비중 건강상 이상이 생격 2차는 참석 못함ㅜㅜ""","1. 간단한 자기소개
2. 상사가 준 업무를 하기에 시간이 촉박할 때 어떻게 해야할것인가.
3. 자소서 기반의 꽤 타이트한 질문, 압박 질문
- 어떤 업무를 진행했다고 했는데, 어떤 단체와 어떤 사람과 어떤 결과를 등등 세세하게 물어봄
4. 연봉에대하여 타이트하게 물어봄.
- 희망연봉이 얼마인지,
- 희망연봉...","타이트한 면접.
압박 면접.
면접에 어울리지 않는 질문은 없었음.
신중하게 사람을 뽑는 느낌."
56,네이버제트(주),IT/웹/통신,"서류 합격 후 바로 면접, 바로 합격, 바로 입사했습니다. 총 2주정도 걸린 것 같습니다.""","1. 제페토가 나아가야 할 방향
2. 영어 잘 하냐
3. 방금 설명한 것을 영어로 똑같이 해봐라","내가 그 전까지 어떤 일을 했는지 자세하게 여쭤보셨고, 이를 설명하는 것이 주 면접 내용이었음. 내 경력사항에 대해 굉장히 궁금해 해주셨고, 의견을 존중받고 있다는 느낌이 들었음."
57,(주)그립컴퍼니,IT/웹/통신,"서류 합격
1차 실무면접
2차 인성 면장
처우 협의 후 입사""","나를 동물으로 표현한다면?
부모님께 가장 많이 들은 말은?","동물과 그것에 대한 설명을 이야기함
닮은 동물을 이야기하는 것은 금지"
58,(주)알스퀘어,IT/웹/통신,"분위기 - 생각보다 굉장히 딱딱하고, 약간 강압적이였다. 계속 앞에 두고 어떤 면접관은 계속 핸드폰 하고 있다가. 그냥 부정적인 말을 툭툭 던지는 식이였음.""","1. 왜 중개일을 하려고 하세요? 야생으로 오시려고 하나요?
2. 입사를 하면 1년의 목표금액은 얼마입니까?
3. 스타트 업이라고 하지만 기존에 있던 중개일과 별반 차이없는데 괜찮으세요?","먼저 이력사항을 보고 먼저 제안이 와서 수락했는데.
오히려 왜 지원했냐고 물어 보길래. 제안이 와서 했다고 했음.
그리고 3분 뒤에 지원하게 된 동기를 또 물어봄...."
59,팀블라인드,IT/웹/통신,"기업에서 포지션을 잘못 올려두고 바뀐 포지션의 업무에 대해 압박 면접 진행""",블라인드 서비스에 문제가 생겼을때 기자들의 질문에 어떻게 대처할것이냐,지원했을때와 서류 합격 이후의 모집 공고 내용이 달라짐. 바뀐 포지션에 대해 압박 면접 시작. 대표는 면접에 관심도 안보이고 가끔 말 얹을땐 상당히 공격적으로 이야기.
60,코리아뉴스와이어(주),IT/웹/통신,"사람인으로 이력서 넣으면 거의 1주일 내로 전화와서 면접날짜 잡습니다. 면접은 30분~1시간내로 진행되며, 일주일내로 연락옴.""",회사에서 사용하는 주요 키워드들에 대한 상식 문제를 아느냐 질문,전문 인사팀이 없어 딱히 뭘 물어보고싶은지도 모르겠음
61,(주)멸치,IT/웹/통신,"포지션제안이와서 승락후 1차면접일정 조율후 서울 송파 ""리치빔""이란 회사로 면접보러 방문.""","1. 그만둔지 얼마나도되었냐?
2. 어느온라인플랫폼 관리해봤냐?
3. 이전직장에서 어떤업무를 담당하고, 몇명이서했냐?","업계최고라고하나 모든 직원들이 다 계약직이며, 월급내 퇴직금이 포함되어있다하나 얼만지 계산이 계산이안되고, 계약직도 한번에 끝나는게 아닌 여러번에 걸쳐서 진행되기에 잘하건 못하건 파리목숨이라고 느꼈습니다.
그리고 타 플랫폼에비해 후발주자고, 찾아보니 브랜드 이미지가 좋지않아 리뉴얼한다는 느낌이 강했습니다."
62,플레어모션,IT/웹/통신,"면접후에 며칠뒤 연락옴 그리고 면접장소는 회사로부르고 그렇게 면접을봄""",포트폴리오 요구 지원동기 포부 등등 개인이 원하는것들을 대체적으로 요구했다,그냥 저냥 딱딱했음
63,(주)코드잇,IT/웹/통신,"메일로 면접 일정을 전달받아 회사측과 조율하여진행했습니다.""",성향에 대한 질문을 많이 받았습니다. A와 B의 경우가 있는데 본인은 그 중 어떤 타입인지에 대한게 많습니다.,"전반적으로 같은 의미의 질문들을 다른 방식으로 하셨습니다. 겹치는 질문도 굉장히 많아서 지원자 입장에서는 했던 답변을 또 할 수밖에 없는 상황도 많았고 이 답변에서 꼬리의 꼬리를 무는 경우가 많았는데 개인적으로 이렇게 까지 물어보는 이유도 잘 모르겠습니다. 어떤 변별력이 있는지, 이걸로 인해서 지원자의
어떤 역량을 파악할수 있는지 이해가 가지 않는..."
64,셀렉트스타(주),IT/웹/통신,"서류 제출하고 일주일 내로 연락와서 면접 확정.
대면 면접""",지원동기 직전경험 관련 경험 등등,회사가 역에서 가까워서 편했다
65,(주)집쇼코리아,IT/웹/통신,"이력서와 포트폴리오를 보면서 질문을 주고 받음. 프로그램을 어느정도 다룰줄 아는지 물어봄""","프로그램을 어느정도 다룰 줄 아는지, 디자인 의도를 물어봄",합격을 이미 결정하고 대화하는 느낌입니다. 이미 면접을 보러 온게 합격인 것처럼 느껴집니다
