,company,job,title,question,answer
10,메타넷디지털(주),IT/웹/통신,"면접 안내>면접
헤드헌터를 통해서 연락을 받아 면접에 참여하였습니다.""","자기소개
인사를 하고자 하는 이유
가장 재미있게 한 업무는","편안한분위기에서 면접을 봤습니다,"
11,(주)페어스퀘어랩,IT/웹/통신,"간단히 대표 인터뷰 후 이메일을 통해 처우협의와 출근일자를 조율하였습니다.""","불확실한 환경을 대하는 본인의 자세와, 스트레스 관리 등 태도와 관련된 질문이 많았습니다.
솔직하게 소통하고 고용하려는 것이 엿보여 좋았습니다.",체계를 만들어나가는 것에서 재미를 느낀다고 답변하였습니다.
12,(주)에스피에이치,IT/웹/통신,"일차 면접 이후 과제 제출
과제 재출 후 발표 처우 협의""",경력위주 소개 중 실제 진행한 업무에 대해 상세히 물어봄,"젠틀하고 매너 있다
과제 발표에 많은 분들이
들어오셔서 깜짝 놀람"
13,티비스톰(주),IT/웹/통신,"1차 면접에서 3명 들어와서 개발 프로젝트 관련 질문함
2차 임원 면접에서 대표님 들어오심""","프로젝트에 대한 질문
언제 부터 입사 가능하냐
자신있는 언어","임원들 표정이 좋아보이지 않았음
답답한 느낌이었음"
14,굿어스데이터(주),IT/웹/통신,"기술면접 이후 임원면접으로 진행
전부 다대 다 면접으로 진행""","데이터베이스 다뤄본 경험, 아키텍쳐 설명, 힘들었던 경험",생각보다 기본에 충실함을 보시려는 것 같았습니다. 솔직하게 대답했습니다.
15,(주)세미콜론즈,IT/웹/통신,"면접오라고 하셔서 보다가 바로 어떤거 해봤냐해서 포폴보여드리고 바로 출근언제할수있냐고 했습니다.""",딱히 어떤 포트폴리오 준비를하고 다양한 언어사용해봤나 정도였던거같습니다,없습니다
16,(주)비즈테크아이,IT/웹/통신,"서류 -> 인성 -> 면접 -> 최종 결과로 진행 됨.""","1. MBTI
2. 네트워크 기초 질문
3. 직무에 관한 질문",네트워크 기초에 대해서만 답변하면 합격 가능합니다.
17,(주)유원지리정보시스템,IT/웹/통신,"자소서내용기반으로 질문하셨고 크게 어렵거나 당황스러운 질문은 없었습니다""",대학시절 가장 흥미있던 과목은 무엇인지 여쭤보셨습니다.,무거운 분위기는 아니었기에 긴장 할 필요는 없는 것 같습니다
18,(주)씨플랫폼,IT/웹/통신,"지원 1차면접 2차면접 채용으로 진행됨""",지원동기 자기소개 지원분야에 대한 지식,곤란한 질문은 없었으면 준비만 잘해가면 쉬움
19,디에이인포메이션(주),IT/웹/통신,"서류 합격 통보가 오면 일주일 내로 면접일자를 잡고 다시 일주일이따 합격 통보를 받음""","1. 하고 싶은 개발이 있는지
2. 지난 회사에서 어떤 일을 했는지
3. 회사에서 어떤 사람이 되고싶은지",그냥 늘 받는 무난한 질문들이었습니다.
20,델인터내셔널(주),IT/웹/통신,"3회차 경우에 따라서는 4회차까지 진행되기도 함""","영어로 본인이 원하는 회사의 방향성 말해보기, 중요한 회사 업무와 중요한 가족 일정이 겹쳤다면? 본인은 어떠한 사람인거 같은지",면접 단계마다 세세히 설명해주고 신경쓰는 느낌
21,(주)클라우드네트웍스,IT/웹/통신,"서류 - 1차 면접 - 인적성 검사 - 2차 면접""","동네에 전봇대가 몇 개 있는지 숫자를 알 수 있나요?
취미가 무엇인가요?
업무 수행할 때 문제를 어떻게 해결하나요?",경력직은 이력서 상의 프로젝트를 보고 어느정도 수준을 파악하는 것 같았고 업무를 수행하는 태도와 인성을 중요시생각하는 것 같았음
22,(주)섹타나인,IT/웹/통신,"1차면접후 2주뒤 2차 임원면접 진행 후 처우협의""","리액트라이프사이클 질문
포트폴리오 기반의 질문
본인의 장단점","크게 어려운 질문은 없었습니다.
경력기반의 기술질문
인성을 보는듯하였습니다."
23,(주)뉴지니,IT/웹/통신,"한 번의 면접을 본 이후 일주일정도 시간이 지난 이후에 합격 문자를 받았음""",자격증 및 거주지와 관련된 간단한 질문,분위기는 딱딱했지만 압박면접은 아니였음
24,(주)클라썸,IT/웹/통신,"차분한 분위기, 환영받는 듯한 입간판 처음 면접 인상은 존중 받는 느낌이라 좋았습니다.

정해진 2차 면접 시간은 1시간 30분이였고 15분 더 이야기해서 총 1:45분 이야기 했습니다.

첫 회사부터 세세하게...""","어떤 프로젝트를 했는지 그 과정에서 누구랑 긴밀하게 협업했는지 실명 알려주세요.

협업자는 면접자를 어떻게 평가할것 같나요?","최근 경험이 아닌 사회초년생 시절의 오래된 기억을 꺼내야해서 힘들었음

누구나 사초년생때는 아쉬운 기억이 많이 남을 것이라고 생각함"
25,(주)유니메오,IT/웹/통신,"회사에서 전화로 면접의사가 있는지 확인, 면접의사를 밝히면 면접일정이 정해집니다. 면접일정이 정해지고 1차면접을 진행하였고, 2차면접은 임원진이 들어와서 최종 진행하였습니다.""","트러블이 생겼을때 대처방법은?
데드라인이 주어졌을때 끝까지 완수 하는지?
스트레스 해소방법은 어떤것이 있는지?","칠절한 분위기속에서 진행이 되었고, 만족하며 다니고 있습니다."
26,한화시스템(주) ICT부문,IT/웹/통신,"기술면접으로 자기소개서에 작성된 내용을 기반으로 면접을 진행하였습니다.""","이직사유, 회사에 입사하게 된다면 회사에서 성장을 위해 어떤 방식으로 서포트해주기를 바라는지 등",회사에 바라는 점보다는 어떤 방식으로 회사의 성장에 기여하겠다 라고 답변
27,(주)엔코아,IT/웹/통신,"1차 면접, 임원 면접으로 일주일 텀을 두고 봤음""","1차에선 회사를 그만둔다면 이유가 무엇이냐 등
임원면접에서는 DB 관련 개념을 이거 아느냐 계속 물어봄","1차 면접은 서로 얘기를 주고 받는다는 느낌이 있어, 분위기가 좋았고 좋은 경험이었는데 임원 면접에서는 기술 면접 위주로 물어보아서 의외였음"
28,(주)투비콘,IT/웹/통신,"면접 요청 메일이 와서 면접을 보게 되었습니다.
대표님과 1:1 로 면접을 보게되었고 편안한 분위기였습니다.
면접후 과제도 있었습니다.""","나의 강점은 무엇인지
기업에서 운영하고있는 프로그램에 대해 얼마나 알고있는지
일이 많은것에대해 어떻게 생각하는지",편안했습니다.
29,서림정보통신(주),IT/웹/통신,"학원 연계로 면접 기회를 얻게 되어 면접 봤습니다. 이력서는 회사 내에서 자체적으로 주는 양식이 있었습니다.""",자격증 취득 유무 / 전공자인지 비전공자인지 (어떤 학과냐고 물어보심),"파견 근무 나갈 사람을 뽑는거라 전공자인지, 아니면 관련 자격증 유무에 대해 따지는 느낌이었습니다. 면접 자체는 쉬운 편인데 회사 규모나 운영 방식 보면 붙어도 그만 안 붙어도 그만이라는 생각을 갖게 합니다.."
30,넥스트리(주),IT/웹/통신,"전화 받고 대면 면접 이후 한달간 교육 받고 테스트 통과해야 입사""",이력서만 보고 질문하심 기술면접은 딱히 없었다,편하게 봤다
31,한국지능정보사회진흥원,IT/웹/통신,"3:1 면접이었으며 한명씩 돌아가면서 면접 질문을 받았음. 다대다 면접으로 면접관들이 한 질문씩 돌아가면서 하는 분위기였음""","자기소개
갈등을 해겼했던 경험
회사에서 진행하는 사업중 아는 사업, 관심이 있는 사업이 무엇인지","기본적인 인성 면접 질문들이 많았다. 한창 코로나 시기에 공공데이터로 마스크앱을 개발했던 사업과 공공와이파이 사업에 대해 설명하고, 선택한 이유에 대해 설명하였다."
32,(주)헤론헬스정보시스템,IT/웹/통신,"사람인에서 이력서 작성 후 공고 지원. 지원 후 면접 오퍼 받음""","MBTI
사내 직장동료와 문제 발생 시, 해결 방법
이력서 상의 프로젝트 세부질문",편안한 분위기에서 면접을 보아서 편안하게 내 의견을 말했던 것 같음
33,메이븐클라우드서비스(주),IT/웹/통신,"이력서 내자마자 거의 바로 면접 제의 와서 다이렉트로 면접 봄""","자기소개, 경력에 대한 상세한 질문, 이런이런 업무 할수있겠냐? 등","일 많이 하다 보면 면접관들의 레벨도 어느정도 보이는데, 대다수 면접관들이 본인 레벨을 굉장히 높은 것으로 착각 하고 있더라고요. 여기도 예외 없었습니다.
A업무로 지원했는데 B 업무 자꾸 물어보고 B 업무도 할 수 있겠냐 하고.
B업무가 필요하면 B업무 채용공고를 내야지."
34,(주)써로마인드,IT/웹/통신,"1차 면접으로 끝
면접의 질은 어려웠지만 너무 따뜻하게 말씀을 주셨습니다.""","최대한 편의를 봐주시려고 함
지난 프로젝트 기반으로 질문 해주심","너무 좋은 사람들이다
같이 일해보고 싶다"
35,에스트래픽(주),IT/웹/통신,"서류 제출 후 실무면접 - 임원면접 으로 진행됐었습니다.""",1. 팀원들과의 소통에 관련된 질문 2. VOC가 발생했을때 대처 상황 3. 왜 지원하게 됐는지,"너무 정적으로 면접이 진행되지는 않았고, 편하게 진행해주셨습니다"
36,"Cosmo Consulting Inc,",IT/웹/통신,"개발에 대한 질문은 거의 없던 걸 로 기억합니다""",왜 이 회사에 들어오고 싶냐가 가장 인상적이었네요,긴장하지말고 보면 쉽게 할 수 있습니다
37,(주)아이티센,IT/웹/통신,"근무할 팀장 실무연접 - 임원 면접 - 채용""","서비스 마인드에 대한 질문,
회사에 대하여 아는 부분 질문
전 직장에서 했던 업무 질문
특정 상황을 가정하여 어떻게 할 것인가에 대한 질문","팀장 면접은 티 타임 느낌 이었고
임원 면접은
압박면접은 아니었으나
편안한 자리는 아니었고 깐깐한 느낌이 있었음
자신감 있게 대답해서 긍정적으로 봐 주셨음
뭐라 대답 못하고 우물쭈물 하는 분이 계셨는데 광탈 한것으로 기억됨"
38,(주)로그스택,IT/웹/통신,"난이도가 어렵지 않았습니다. 기술적인 질문은 거의 없었습니다.""","회사 지원 이유, 이전 경력, 회사 서비스의 이해 등등",난이도가 어렵지 않았습니다.
39,(주)오픈베이스,IT/웹/통신,"1차 기술면접 후 2차 PT면접을 진행함.""","대부분 인성면접 위주였으며, PT면접은 자신을 소개하는 PT로 구성됨.",엄청 어려웠던 면접은 아니었음.
40,(주)알엠에쓰플렛폼,IT/웹/통신,"면접은 1번 봤음 당일 출장 등이 잦은데 괜찮냐고 물어봄
전형적인 중소 중에서도 한참 뒤떨어진 분위기 입사 전에 경영 부서 팀장이 연봉으로 전화하는데 굳이 수습기간 80%말함 입사 안한다고 했더니 뒤늦게...""","진짜 없는데 하나 말하면 복지 없는거가 복지라고 한 거 정도
안 좋은 기억으로 남아서 딱히..",남 연봉으로 장난질 하지말길
41,(주)미라콤아이앤씨,IT/웹/통신,"경력직 면접으로 기술면접과 인성면접을 진행했습니다. 경력직 면접인 만큼 이전 플젝과 관련된 질문들이 주였습니다.""","기술면접에선 주로 이전 회사에서 했던 플젝 위주로 질문.
사원급이라 엄청 어려운 기술적인 질문을 하진 않았던 것 같고 동기 비동기 방식의 차이점 같은거 물어봤던 것 같음.
기술면접과 인성면접 모두 3:1로 인터뷰했고 기술면접은 과장 차장급 개발자분들이, 인성면접은 팀장급 윗분들이 면접보심.
인성면접에서 기억나는 질문은 중소기업과 대기업의 차이가 뭐라고...",크게 압박하는 분위기 아니었고 무난하게 답변했습니다.
42,(주)로지시스,IT/웹/통신,"근무 경험, 기상악화시에도 근무함, 근속기간 중요, 식대 지원 안나옴, 근태 중요함""",그냥 평범한 중소기업 면접 느낌이지만 일이 편하다보니 은근 경쟁있음 근속기간이 중요함,열심히 하겠다. 그리고 현금 호송을 하다보니 외관상으로도 좀 인상이 있어보여야 함
43,(주)위니텍,IT/웹/통신,"일있으셔서 면접시간보다 20분정도 기다렸습니다""","자기소개, 어떤전공과목 공부했는지, 지원한 이유",총2명 심사위원으로 한분은 까칠했고 면접 약속시간보다 늦어져서 지쳤습니다
44,(주)와이오즈,IT/웹/통신,"나쁘지 않은 주변 시설. 사무실은 그닥. 면접은 그럭저럭? 호수공원 가깝다고 함""","퇴사 사유를 듣더니 아직도 전 회사들에 화가 많이 나있는 것 같다고 함.
집이 멀어서 출퇴근이 많이 어렵겠다를 몇번이고 강조함.
희망급여를 듣더니 그 연차면 그 정도 받긴 해야겠죠라며 몇번씩 되뇌임.

딱 봐도 안뽑겠다는 의사를 애둘러서 여러번 말하는데, 기분이 썩 좋진 않았음.

면접 후 최대한 빠르게 결과를 연락준다고 했으나, 연락 대신 새로운...","mz세대들한테 데인 적이 있어서 일부러 나이나 경력이 있는 직원들을 구한다고 하는데, 면접 때 보여준 모습을 보면 그들도 별반 다를게 없지 않을까 싶은 생각이 드는 면접이었음."
45,(주)카카오헬스케어,IT/웹/통신,"인터넷 채용을 통해 진행되었습니다.
면접은 무난하게 진행되었습니다.""","1. 해당 직무에 관심을 가지게 된 계기
2. 우리 회사에 어떻게 도움을 줄 수 있는지
3. 지원 동기",무난하게 대답했습니다.
46,(주)아이엠데이터시스템,IT/웹/통신,"쉬움
경력직은 한것들에대해 물어봄
타 DS가지 왜 왔냐 조크함""",했던 것들 위주로 물어봐서 딱히 기억에 남진 않는다..,해왔던 것들에 대해 답변 준비만 잘 하면 무난하게 붙을듯
47,(주)라이프시맨틱스,IT/웹/통신,"컬처핏과 가치관, 회사 및 업계에 대하여 어느정도의 이해도가 있는지를 물어봅니다.""",무엇을 하고싶은가. 주어준 업무가 아닌 비전제시를 할 수 있는 안목이 있으면 좋습니다.,"회사의 기여가 본인의 성장이며, 업계에서 네임을 지키기 위한 다양한 외부 활동을 하고싶다 고 표현했습니다."
48,평화이즈(주),IT/웹/통신,"서류 합격하면 면접 일시를 메일로 알려줌""",기술적인 질문 보다는 그냥 본인이 무슨 프로젝트 했는지 거기서 무슨 역할을 했는지 물어보는등 크게 어려운 질문은 없었음,다대다 면접으로 진행되는데 진행하시는 면접관분께서 긴장하지 않게 잘 이끌어주셔서 편안하게 보고옴
49,(주)케이비앤시,IT/웹/통신,"술 잘마시는지 종교 있는지 가족관계 사적인거 엄청 물어봄""",없어요 쓸데없는 거만 물어보고 안봐도 사내정치 심할거 같음,술은 잘 안마신다고 답변 종교 없다고 답변 가족관계 있는대로 답변
50,(주)넷트루컨설팅그룹,IT/웹/통신,"문자로 일정 알려주시고 장소는 기업 근처 카페에서 봤습니다. 팀장님과 1대1 면접을 봤구요, 편한 분위기를 만들어주셔서 엄청 떨지않고 봤습니다.""",운영업무를 하다보면 성장 가능성이 낮을 수 있는데 어떻냐? 야근이 있는지는 왜 안 물어보냐? 프론트도 공부한 거 같은데 왜 퍼블리셔로 지원했냐?,"면접 분위기는 좋았습니다. 기술적, 인성적 질문들도 어렵지 않게 물어봐주시고 중간중간 농담도 해주셨습니다."
51,델타시스템(주),IT/웹/통신,"채용사이트 지원 -> 전화 -> 면접 -> 채용""","경력에 대한 질문, 그 외엔 그냥 잡담","딱히 기술에 대한 질문은 없음. 사장님,임원 한 분과 그냥 수다 떠는 느낌"
52,(주)한국네트웍스,IT/웹/통신,"면접이후 채용까지 총 1개월에서 2개월 정도 걸렸던것 같다. 중간에 기다리는 기간이 조금 길었던 느낌이였다. 그래도 문자로 경과를 남겨줘서 좋았다.""","ai 관련해서 어떻게 생각하는가. 미래에 ai를 활용하여 스마트팩토리에 적용시킨다면?
자바 언어에 대해 할 줄 아는가.
프로젝트 했던 것들중에 가장 기억에 남는것에 대해 설명해 보아라",스마트 팩토리 시장에 대해 많이 고민하고 있다는 점이 느껴졌다.
53,오씨아이정보통신(주),IT/웹/통신,"면접은 1차 면접 후 2차 면접을 보았습니다. 편안한 분위기에서 면접을 보았습니다""","이직사유에 대해서 물어보았고, 업무에 대래서 문의를 주었습니다",급여 때문에 이직 한다고 하였고 긍정적으로 잘 봐주셨습니다
54,(주)에스아이시티,IT/웹/통신,"이전회사에 계셨던 임원의 스카웃 제의""","스카웃 제의로 면접을 보게 된 경우라 특별한 질문이 있지는 않았습니다.
대부분 그동안 경험했던 프로젝트에 대해서 질문하고 답변하는 시간이었습니다.","추천해준 임원분이 있다보니 실력에 대해서는 따로 검증하는 느낌은 없었고
대부분 경험했던 프로젝트와 회사에 대한 설명, 앞으로 구상하고 있는 모습들에 대해 얘기를 나눴습니다."
55,(주)시스원,IT/웹/통신,"채용공고 사이트 지원 후 대면으로 면접보았고 한3일만에 연락이 와서 합격했다는 통보 받았습니다. 다만 바로 고객사로 투입되는거라서 메일로 필요한 서류 보내줍니다.
계약서나 계약관련 내용은 아예없고요
그래서...""","업무는 언제부터 가능한지?
중간에 일을 왜 쉬었는지?
업무내용 설명해줍니다.","1:1로 면접 볼때는 괜찮은 회사같다는 생각을 하였으나. 면접이 끝나고 나서 연락이 오면 답변 받는 과정부터는..
내가 꼭 이 회사 가야하나? 답변도 문자 혹은 메일로 주시고.
전화 통화 싫어하시는 느낌? 이 들었네요"
56,베스핀글로벌테크센터(주),IT/웹/통신,"인터뷰 연락의 경우 한 번이 왔었고 인터뷰는 1번 봤습니다. 면접의 분위기는 무난무난 하였습니다.""","프로젝트 진행하였을 때 갈등이 발생하거나 이랬을 경우 어떻게 대처하는가?
LDS를 실행한 경험을 알려주세요?
기술질문에 대해서 들어왔습니다.",면접이 그렇게 어렵지 않기 때문에 기본부터 천천히 준비하면 됩니다.
57,소프트웨어원코리아(유),IT/웹/통신,"유선 전화->면접 날짜 잡고-> 1회 면접 진행
분위기: 편안하고 캐쥬얼한 1:1 면접""","야근 강도에 대한 문의: 답변이 모호함
영어 실력에 대한 문의
이전에 한 업무에 대한 문의","캐쥬얼하고 솔직하게 말하되, 의욕을 보여주시면 좋습니다"
58,(주)일루넥스,IT/웹/통신,"인생 최악의 면접을 경험했다.
무슨 면접을 30분간격으로 릴레이를 하는지
인성면접인지 기술면접인지 모르겠다.
기술면접이라기엔 너무 수준이 저급했다.""","지원분야가 프론트인데
1. 백엔드 어느정도하세요?
2. 프론트는 개발도 아닌데....
3. C, Java, 파이썬 할줄알아요?","왜 더러워서 피하는지 알것같다.
대답할 가치를 잃었다"
59,(주)코넥,IT/웹/통신,"2대1면접
면접~채용까지 2주이내 결정됨""","이전 경력에 대한 질문함
대부분 이력서 내에서 질문함",개인 경력에 대해 설명함
60,(주)비로보틱스,IT/웹/통신,"면접 후 이메일 통보 및 처우협의 후 입사""","ROAS 냈던 경험, 왜 비로보틱스 지원했는지, 외식업경력 있는지","광고사례 설명하고, 푸드테크에 관심많다고 했고, 외식업알바나 일했던 경험 말함"
61,교보디티에스(주),IT/웹/통신,"1차 실무진 2차 경영진 인터뷰 후 입사""",초과 근무시 어떻게 할건지 여부. 기술질문,솔직한 제 생각을 답하였더니 좋게 봐 주신 것 같아 보여 감사합니다.
62,뉴아이텍(주),IT/웹/통신,"면접이라기보단 인터뷰에 가까운 정도이며 그동안 했던 업무에 대한 질문과 답변 위주로 진행""",입사 후 역할과 업무 내용에 관한 설명 후 업무 가능한지 확인.운영계 검증 및 모니터링을 위한 야간 업무를 할 수 있는지 등,문제없다고 답변하였으며 크게 어려운 질문은 없었음
63,두플(주),IT/웹/통신,"이력서 쓰면 문자와서 면접 잡고 면접""","어디사는가?
프로젝트 뭐했는지?
그리고 이런저런 경력사항","인성을 더 보는 듯합니다
기술적인 질문보다는 그동안 자신이 무엇을했는지 설명하는 자리에 더 가까웠습니다"
64,동원씨앤에스(주),IT/웹/통신,"온라인 이력서로 지원하여 전화 간단 면접후 대면 면접 1:1로 진행""","상담 시뮬레이션, 블랙리스트 고객 어떻게 응대할 것인지, 고객 니즈파악을 어떻게 하는지",어렵지 않았습니다.
65,보고정보시스템(주),IT/웹/통신,"인적성 보고 바로 대면 면접. 인적성 채점도 안했는데 합격 통보 받음.""","공백기 질문 (2개월같은 짧은 기간도), 결혼관과 주량 등 사적인 질문",면접관은 실무진이 아님. 그냥 인력 관리하는 시람(영업이사)이기 때문에 기술적인 질문은 없다시피 함.
66,(주)애니챗,IT/웹/통신,"까다롭지 않았다. 스타트업이라 일이 많을 수도 있냐고 물어봤다.""","포폴에 대해서 물어봄
야근하는 것에 대해서 괜찮냐고 물음
열심히 할 수 있냐고 물음",그냥 보통의 면접이었다.
67,(주)에이시에스,IT/웹/통신,"회사로부터 먼저 연락이 와서 면접을 봤습니다.
면접 분위기는 대체로 편안했으며 실무진에게 기술적인 질문 몇가지를 받았습니다.
긴장해서 대답을 못해도 기다려주시고 차분하게 질문합니다.""","포트폴리오에 관련된 질문
취미에 관련된 질문 (스트레스를 어떻게 푸는지)
출장을 가야하는데 괜찮은지","포트폴리오는 기술스택에 관한 질문이니 정확히 답변했습니다.
취미는 운동과 게임
출장은 돌아다니는것을 좋아한다고 답했습니다."
68,(주)포도,IT/웹/통신,"당시 코로나 기간이어서 줌으로 1차 2차 대표님과 면접을 진행하였음""","당시 포트폴리오에서 했던 프로젝트, 간단한 java언어 질문, 성격의 장단점 등을 물어봤습니다.",면접시 그렇게 딱딱한 분위기가 아니었고 편안하게 답할 수 있었습니다
69,메이븐코리아(주),IT/웹/통신,"이력서를 제출하고 3일정도 후 연락이 왔고 면접을 보러 감""","경력기술서 위주 질문, 본인의 장단점, 실패를 극복했던 경험",잘 들어주시려고 했지만 중간중간 쌩뚱맞은 질문에 엥 했던 기억
70,(주)비엔케이시스템,IT/웹/통신,"딱딱한 분위기가 아니어서 편하게 볼 수 있었습니다.""","자소서에 썼던 조별 과제에 대한 질문, 왜 지원했는지, 여기서 뭘 얻어가고 싶은지",긴장을 많이 했지만 편하게 해주셔서 분위기는 좋았습니다.
71,(주)코어닥스,IT/웹/통신,"채용포털로 지원 메일로 서합 통보 및 면접 날짜 조율""","지금까지 해온 성과는?
NFT 프로젝트 경험?
거래소 시장 현황에 대해?","데이터 기반으로 성과 어필 및 어떻게 프로젝트 진행했는지 설명
중소거래소는 어렵지만 앞으로 거래소가 생태계 저변 확대 위해 큰 역할 할거라 어필"
72,일주지앤에스(주),IT/웹/통신,"기술적인 건 손코딩이랑 기본적인 개발 관련 지식들 서술하는 시험을 치르고, 인성면접을 다대다로 봤음. 면접분위기는 괜찮았고 난이도도 높지않았음""","자기소개, 상사가 나이가 더 어릴 때 어떻게 흘지, 프로젝트 관련 질문, 부당한 업무를 지시받았을 때 대처 이런것들을 물었음","면접분위기는 편안하게 해주려고 노력하셨고, 다대다 면접으로 괜찮았음"
73,(주)어빌리티시스템즈,IT/웹/통신,"경력직이다 보니 프로젝트 수행에 대해 많이 물아봤으며, 타지에서 오다보니 타지에서의 어려움에 대해 상세하게 물어봤습니다.""","프로젝트별 수행 책임과 어떤 포지션에서 프로젝트를 대했는지 등을 물어봤으며, 회사가 어떤지 등에 대해설명해줬습니다.",친절하게 면접봐주셨습니다.
74,(주)에코인사이트글로벌,IT/웹/통신,"문자로 서류합격 통보 후 면접일정 잡고 면접봄""","1. 이전 직장에서 진행한 프로젝트 관련 질문
2. 이력서에 적은 기술 관련 질문
3. 자신이 서류 합격이 된 이유가 무엇일거같은지 질문","프로젝트 및 기술 관련 질문은 딥하지 않고 그동안 내가 해오고 느꼈던 부분에 대해 말함. 부대표님이 면접을 보셨는데 젠틀하셨음. 서류합격이 된 이유가 무엇일거같은지 물어봐서 대답했는데, 사실 팀장님이었나...암튼 실무진에서 깃허브에서 코드 스타일 보고 서류 합격자 추린다고 하심. (좀 놀람)"
75,(주)유비젠에스엔티,IT/웹/통신,"온라인 입사 지원 후 연락받고 방문 면접 면접비 없음""","주량, 출퇴근거리, 지방출장 여부, 가족관계","급하게 면접 요청을 하여 방문하였으나 이력서를 자리에서 처음보면서 얘기하고 준비도 안되어 있고 횡설수설하는 면접관의 모습에 답답했고 분위기가 어두웠음. 연락주기로 하고 약속도 지키지 않으며, 회사 내부도 어둡고 노후화 되어서 투자가 필요해보임"
76,(주)오파스넷,IT/웹/통신,"한국전파진흥협회에서 교육받고 기업 연계로 오파스넷과 컨택하여 면접을 보게되었습니다""","가장 자신있는 기술
성격의 장단점
취미","가장 자신있는 기술은 교육 당시 배운 기술중 하나 준비해서 답변했고
성격의 장단점과 취미는 있는 그대로 답변했습니다"
77,이모션웨이브(주),IT/웹/통신,"1차면접은 비대면으로 보았고 바로 당일에 2차면접 날짜가 잡혀서 4일뒤 보았습니다.""","왜 해당 학과를 선택했는지, 왜 이 직무를 택했는지, 취미활동이 뭔지","1:1 면접이였지만, 상당히 편하게 대해주셨습니다."
